team_safe,team,combo_ids,combo_names,appearances,wins,win_rate,mid_detected_count,sample_matches
Team Falcons,Team Falcons,3|39|129,3|39|129,3,0,0.000,0,"8536597199,8550149598,8550292837"
Team Falcons,Team Falcons,3|39|58,3|39|58,3,0,0.000,0,"8528068483,8550149598,8550292837"
Team Falcons,Team Falcons,3|39|65,3|39|65,3,0,0.000,0,"8448961997,8550149598,8550292837"
Team Falcons,Team Falcons,3|39|72,3|39|72,3,0,0.000,0,"8528068483,8550149598,8550292837"
Team Falcons,Team Falcons,3|45|120,3|45|120,3,0,0.000,0,"8461735141,8515655427,8580434959"
Team Falcons,Team Falcons,3|49|53,3|49|53,3,0,0.000,0,"8458323214,8526600683,8580434959"
Team Falcons,Team Falcons,3|53|123,3|53|123,3,0,0.000,0,"8447703577,8458323214,8526600683"
Team Falcons,Team Falcons,3|53|137,3|53|137,3,0,0.000,0,"8447703577,8448961997,8449812647"
Team Falcons,Team Falcons,3|53|89,3|53|89,3,0,0.000,0,"8447703577,8448961997,8449812647"
Team Falcons,Team Falcons,3|53|99,3|53|99,3,0,0.000,0,"8458323214,8511224972,8537328580"
Team Falcons,Team Falcons,3|58|129,3|58|129,3,0,0.000,0,"8458323214,8550149598,8550292837"
Team Falcons,Team Falcons,3|58|72,3|58|72,3,0,0.000,0,"8528068483,8550149598,8550292837"
Team Falcons,Team Falcons,3|58|98,3|58|98,3,0,0.000,0,"8528068483,8550149598,8550292837"
Team Falcons,Team Falcons,3|72|120,3|72|120,3,0,0.000,0,"8461735141,8528068483,8536499892"
Team Falcons,Team Falcons,3|72|129,3|72|129,3,0,0.000,0,"8449812647,8550149598,8550292837"
Team Falcons,Team Falcons,3|89|129,3|89|129,3,0,0.000,0,"8447703577,8449812647,8579516072"
Team Falcons,Team Falcons,3|89|137,3|89|137,3,0,0.000,0,"8447703577,8448961997,8449812647"
Team Falcons,Team Falcons,3|98|120,3|98|120,3,0,0.000,0,"8515655427,8528068483,8536499892"
Team Falcons,Team Falcons,3|98|123,3|98|123,3,0,0.000,0,"8515655427,8550149598,8550292837"
Team Falcons,Team Falcons,38|120|123,38|120|123,3,0,0.000,0,"8447554972,8458567498,8460035179"
Team Falcons,Team Falcons,38|120|131,38|120|131,3,0,0.000,0,"8446684731,8461735141,8580434959"
Team Falcons,Team Falcons,38|128|129,38|128|129,3,0,0.000,0,"8449036139,8456770626,8458567498"
Team Falcons,Team Falcons,38|45|120,38|45|120,3,0,0.000,0,"8446684731,8461735141,8580434959"
Team Falcons,Team Falcons,38|45|128,38|45|128,3,0,0.000,0,"8447613945,8449036139,8456770626"
Team Falcons,Team Falcons,38|45|129,38|45|129,3,0,0.000,0,"8449036139,8456770626,8580434959"
Team Falcons,Team Falcons,38|45|131,38|45|131,3,0,0.000,0,"8446684731,8461735141,8580434959"
Team Falcons,Team Falcons,38|45|138,38|45|138,3,0,0.000,0,"8449036139,8456770626,8540545264"
Team Falcons,Team Falcons,38|45|72,38|45|72,3,0,0.000,0,"8456770626,8461735141,8540545264"
Team Falcons,Team Falcons,38|49|64,38|49|64,3,0,0.000,0,"8526600683,8539809790,8579245952"
Team Falcons,Team Falcons,38|63|120,38|63|120,3,0,0.000,0,"8446684731,8539982033,8580434959"
Team Falcons,Team Falcons,38|66|120,38|66|120,3,0,0.000,0,"8458567498,8460035179,8539982033"
Team Falcons,Team Falcons,39|123|129,39|123|129,3,0,0.000,0,"8461476910,8550149598,8550292837"
Team Falcons,Team Falcons,39|58|120,39|58|120,3,0,0.000,0,"8461476910,8528068483,8537408983"
Team Falcons,Team Falcons,39|58|129,39|58|129,3,0,0.000,0,"8461476910,8550149598,8550292837"
Team Falcons,Team Falcons,39|58|72,39|58|72,3,0,0.000,0,"8528068483,8550149598,8550292837"
Team Falcons,Team Falcons,39|58|98,39|58|98,3,0,0.000,0,"8528068483,8550149598,8550292837"
Team Falcons,Team Falcons,39|63|120,39|63|120,3,0,0.000,0,"8510884183,8536705879,8537408983"
Team Falcons,Team Falcons,39|63|66,39|63|66,3,0,0.000,0,"8510884183,8536597199,8536705879"
Team Falcons,Team Falcons,39|65|129,39|65|129,3,0,0.000,0,"8536705879,8550149598,8550292837"
Team Falcons,Team Falcons,39|72|98,39|72|98,3,0,0.000,0,"8528068483,8550149598,8550292837"
Team Falcons,Team Falcons,39|98|129,39|98|129,3,0,0.000,0,"8536597199,8550149598,8550292837"
Team Falcons,Team Falcons,45|100|114,45|100|114,3,0,0.000,0,"8446587536,8538982213,8576406746"
Team Falcons,Team Falcons,45|101|120,45|101|120,3,0,0.000,0,"8539067262,8548606633,8580434959"
Team Falcons,Team Falcons,45|49|120,45|49|120,3,0,0.000,0,"8515655427,8577745816,8580434959"
Team Falcons,Team Falcons,45|51|102,45|51|102,3,0,0.000,0,"8548606633,8576406746,8577745816"
Team Falcons,Team Falcons,45|66|100,45|66|100,3,0,0.000,0,"8446587536,8539067262,8576406746"
Team Falcons,Team Falcons,45|66|137,45|66|137,3,0,0.000,0,"8446587536,8539067262,8576406746"
Team Falcons,Team Falcons,45|72|100,45|72|100,3,0,0.000,0,"8532434830,8538982213,8540545264"
Team Falcons,Team Falcons,45|72|98,45|72|98,3,0,0.000,0,"8456770626,8538982213,8540545264"
Team Falcons,Team Falcons,45|79|97,45|79|97,3,0,0.000,0,"8447613945,8451671758,8461956309"
Team Falcons,Team Falcons,45|98|100,45|98|100,3,0,0.000,0,"8538982213,8540357223,8540545264"
Team Falcons,Team Falcons,45|98|138,45|98|138,3,0,0.000,0,"8456770626,8515655427,8540545264"
Team Falcons,Team Falcons,49|101|128,49|101|128,3,0,0.000,0,"8524864184,8525084966,8540189130"
Team Falcons,Team Falcons,49|109|120,49|109|120,3,0,0.000,0,"8460035179,8517299077,8539809790"
Team Falcons,Team Falcons,49|120|128,49|120|128,3,0,0.000,0,"8458567498,8460035179,8525084966"
Team Falcons,Team Falcons,49|120|129,49|120|129,3,0,0.000,0,"8458567498,8525084966,8580434959"
Team Falcons,Team Falcons,49|123|129,49|123|129,3,0,0.000,0,"8458323214,8458567498,8537466319"
Team Falcons,Team Falcons,49|128|129,49|128|129,3,0,0.000,0,"8458567498,8524864184,8525084966"
Team Falcons,Team Falcons,49|53|123,49|53|123,3,0,0.000,0,"8458323214,8526600683,8537466319"
Team Falcons,Team Falcons,49|53|129,49|53|129,3,0,0.000,0,"8458323214,8537466319,8580434959"
Team Falcons,Team Falcons,49|53|63,49|53|63,3,0,0.000,0,"8526600683,8540450895,8580434959"
Team Falcons,Team Falcons,49|53|64,49|53|64,3,0,0.000,0,"8526600683,8537466319,8540450895"
Team Falcons,Team Falcons,49|58|131,49|58|131,3,0,0.000,0,"8458323214,8548474254,8550072085"
Team Falcons,Team Falcons,49|63|64,49|63|64,3,0,0.000,0,"8526600683,8540450895,8548474254"
Team Falcons,Team Falcons,49|64|123,49|64|123,3,0,0.000,0,"8526600683,8537466319,8579245952"
Team Falcons,Team Falcons,49|64|79,49|64|79,3,0,0.000,0,"8532316401,8539809790,8579245952"
Team Falcons,Team Falcons,49|66|120,49|66|120,3,0,0.000,0,"8458567498,8460035179,8525084966"
Team Falcons,Team Falcons,49|66|129,49|66|129,3,0,0.000,0,"8458567498,8524864184,8525084966"
Team Falcons,Team Falcons,49|70|123,49|70|123,3,0,0.000,0,"8526600683,8532434830,8537466319"
Team Falcons,Team Falcons,49|70|96,49|70|96,3,0,0.000,0,"8526600683,8537466319,8576076065"
Team Falcons,Team Falcons,49|72|120,49|72|120,3,0,0.000,0,"8525084966,8532316401,8548474254"
Team Falcons,Team Falcons,49|79|100,49|79|100,3,0,0.000,0,"8532434830,8539809790,8540189130"
Team Falcons,Team Falcons,49|95|120,49|95|120,3,0,0.000,0,"8458567498,8539809790,8577745816"
Team Falcons,Team Falcons,49|96|101,49|96|101,3,0,0.000,0,"8524864184,8537466319,8540189130"
Team Falcons,Team Falcons,49|96|120,49|96|120,3,0,0.000,0,"8460035179,8517299077,8577745816"
Team Falcons,Team Falcons,49|96|128,49|96|128,3,0,0.000,0,"8460035179,8524864184,8540189130"
Team Falcons,Team Falcons,53|123|129,53|123|129,3,0,0.000,0,"8447703577,8458323214,8537466319"
Team Falcons,Team Falcons,53|123|137,53|123|137,3,0,0.000,0,"8447703577,8527923420,8580874181"
Team Falcons,Team Falcons,53|58|123,53|58|123,3,0,0.000,0,"8458323214,8527923420,8537466319"
Team Falcons,Team Falcons,53|63|64,53|63|64,3,0,0.000,0,"8526600683,8540450895,8580874181"
Team Falcons,Team Falcons,53|64|137,53|64|137,3,0,0.000,0,"8527923420,8540450895,8580874181"
Team Falcons,Team Falcons,53|64|96,53|64|96,3,0,0.000,0,"8511503985,8526600683,8537466319"
Team Falcons,Team Falcons,53|70|123,53|70|123,3,0,0.000,0,"8447703577,8526600683,8537466319"
Team Falcons,Team Falcons,53|89|137,53|89|137,3,0,0.000,0,"8447703577,8448961997,8449812647"
Team Falcons,Team Falcons,58|100|120,58|100|120,3,0,0.000,0,"8446788561,8537408983,8548474254"
Team Falcons,Team Falcons,58|120|123,58|120|123,3,0,0.000,0,"8446788561,8447554972,8461476910"
Team Falcons,Team Falcons,58|120|128,58|120|128,3,0,0.000,0,"8446788561,8460164236,8461476910"
Team Falcons,Team Falcons,58|63|100,58|63|100,3,0,0.000,0,"8446788561,8537408983,8548474254"
Team Falcons,Team Falcons,58|65|123,58|65|123,3,0,0.000,0,"8446788561,8550149598,8550292837"
Team Falcons,Team Falcons,58|65|72,58|65|72,3,0,0.000,0,"8548474254,8550149598,8550292837"
Team Falcons,Team Falcons,58|65|98,58|65|98,3,0,0.000,0,"8512870110,8550149598,8550292837"
Team Falcons,Team Falcons,58|70|123,58|70|123,3,0,0.000,0,"8446788561,8461476910,8537466319"
Team Falcons,Team Falcons,58|70|129,58|70|129,3,0,0.000,0,"8461476910,8527782901,8537466319"
Team Falcons,Team Falcons,58|72|120,58|72|120,3,0,0.000,0,"8460164236,8528068483,8548474254"
Team Falcons,Team Falcons,58|72|129,58|72|129,3,0,0.000,0,"8527782901,8550149598,8550292837"
Team Falcons,Team Falcons,58|98|129,58|98|129,3,0,0.000,0,"8527782901,8550149598,8550292837"
Team Falcons,Team Falcons,58|99|123,58|99|123,3,0,0.000,0,"8458323214,8458460625,8461613337"
Team Falcons,Team Falcons,59|96|128,59|96|128,3,0,0.000,0,"8524864184,8524964454,8526490115"
Team Falcons,Team Falcons,62|64|69,62|64|69,3,0,0.000,0,"8515218704,8539809790,8549890849"
